Case ID,Label,Duration_2_M,Duration_2_S,Duration_2_L,Duration_2_LL,Cumduration_5_S,Cumduration_5_M,Cumduration_5_L,Cumduration_5_LL,Duration_3_M,Duration_3_L,Duration_3_LL,Cumduration_3_M,Cumduration_3_S,Cumduration_3_L,Cumduration_3_LL,Duration_5_M,Duration_5_S,Duration_5_L,Duration_5_LL,Duration_4_S,Duration_4_M,Duration_4_L,Duration_4_LL,Cumduration_2_M,Cumduration_2_S,Cumduration_2_L,Cumduration_2_LL,Cumduration_4_S,Cumduration_4_M,Cumduration_4_L,Cumduration_4_LL
NEA,0,0.8351700000000002,0.1648299999999998,0.0,0.0,0.11695000000000011,0.8830499999999999,0.0,0.0,1.0,0.0,0.0,0.7583100000000003,0.24168999999999974,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.6198899999999998,0.38011000000000017,0.0,0.8351700000000002,0.1648299999999998,0.0,0.0,0.004090000000000149,0.9959099999999999,0.0,0.0
NF,0,1.0,0.0,0.0,0.0,0.11992000000000003,0.88008,0.0,0.0,1.0,0.0,0.0,0.8829599999999997,0.11704000000000025,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007329999999999615,0.9926700000000004,0.0,0.0
NFA,1,1.0,0.0,0.0,0.0,0.44032000000000027,0.5596799999999997,0.0,0.0,1.0,0.0,0.0,0.8925000000000001,0.10749999999999993,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.5536300000000001,0.44636999999999993,0.0,0.0,1.0,0.0,0.0,0.0,0.35562999999999967,0.6443700000000003,0.0,0.0
NG,1,1.0,0.0,0.0,0.0,0.0,0.7987200000000003,0.20127999999999968,0.0,1.0,0.0,0.0,0.9618899999999999,0.03811000000000009,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5857800000000006,0.41421999999999937,0.0
NGA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9627699999999999,0.037230000000000096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NH,0,0.9050099999999999,0.09499000000000013,0.0,0.0,0.06987999999999994,0.9301200000000001,0.0,0.0,1.0,0.0,0.0,0.8010600000000001,0.1989399999999999,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.5858699999999999,0.4141300000000001,0.0,0.9050099999999999,0.09499000000000013,0.0,0.0,0.0,1.0,0.0,0.0
NHA,0,0.0,0.0,0.2820500000000008,0.7179499999999992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2820500000000008,0.7179499999999992,0.0,0.0,1.0,0.0
NI,0,1.0,0.0,0.0,0.0,0.2361099999999996,0.7638900000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.13360000000000039,0.8663999999999996,0.0,0.0
NIA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9008699999999998,0.09913000000000016,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.539340000000001,0.46065999999999896,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NJ,0,1.0,0.0,0.0,0.0,0.0,0.5945100000000005,0.40548999999999946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36978000000000044,0.6302199999999996,0.0
NJA,0,0.9355199999999999,0.06448000000000009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8322000000000003,0.16779999999999973,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.6109100000000014,0.3890899999999986,0.9355199999999999,0.06448000000000009,0.0,0.0,0.0,1.0,0.0,0.0
NK,0,0.0,0.0,1.0,0.0,0.0,0.55356,0.44643999999999995,0.0,1.0,0.0,0.0,0.39588,0.0,0.60412,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3266700000000009,0.6733299999999991,0.0
NKA,0,0.8637900000000003,0.13620999999999972,0.0,0.0,0.0,1.0,0.0,0.0,0.5300700000000003,0.46992999999999974,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.8732199999999999,0.12678000000000011,0.0,0.0,0.8637900000000003,0.13620999999999972,0.0,0.0,0.0,1.0,0.0,0.0
NL,1,0.9301200000000001,0.06987999999999994,0.0,0.0,0.31305999999999967,0.6869400000000003,0.0,0.0,1.0,0.0,0.0,0.8143799999999999,0.18562000000000012,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.9301200000000001,0.06987999999999994,0.0,0.0,0.21720999999999968,0.7827900000000003,0.0,0.0
NM,0,1.0,0.0,0.0,0.0,0.34590999999999994,0.6540900000000001,0.0,0.0,1.0,0.0,0.0,0.9243600000000001,0.07563999999999993,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.2696799999999997,0.7303200000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.25294000000000016,0.7470599999999998,0.0,0.0
NMA,0,1.0,0.0,0.0,0.0,0.30855999999999995,0.69144,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9429699999999999,0.057030000000000136,0.0,0.0,1.0,0.0,0.0,0.0,0.2145100000000002,0.7854899999999998,0.0,0.0
NN,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41899,0.58101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NO,0,0.9382200000000003,0.061779999999999724,0.0,0.0,0.2696799999999997,0.7303200000000003,0.0,0.0,1.0,0.0,0.0,0.81717,0.18283000000000005,0.0,0.0,0.8568600000000002,0.0,0.14313999999999982,0.0,0.9528700000000003,0.04712999999999967,0.0,0.0,0.9382200000000003,0.061779999999999724,0.0,0.0,0.5313999999999997,0.46860000000000035,0.0,0.0
NP,0,1.0,0.0,0.0,0.0,0.2185600000000001,0.7814399999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.08607999999999993,0.9139200000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.11452000000000018,0.8854799999999998,0.0,0.0
NR,1,1.0,0.0,0.0,0.0,0.48109,0.51891,0.0,0.0,1.0,0.0,0.0,0.94902,0.050980000000000025,0.0,0.0,1.0,0.0,0.0,0.0,0.9409899999999998,0.05901000000000023,0.0,0.0,1.0,0.0,0.0,0.0,0.40324000000000026,0.5967599999999997,0.0,0.0
NS,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.22026999999999974,0.7797300000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NT,0,1.0,0.0,0.0,0.0,0.44032000000000027,0.5596799999999997,0.0,0.0,1.0,0.0,0.0,0.9967199999999998,0.0032800000000001717,0.0,0.0,1.0,0.0,0.0,0.0,0.9528700000000003,0.04712999999999967,0.0,0.0,1.0,0.0,0.0,0.0,0.36102999999999996,0.63897,0.0,0.0
NU,0,1.0,0.0,0.0,0.0,0.07240000000000002,0.9276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9667300000000001,0.03326999999999991,0.0,0.0,1.0,0.0,0.0,0.0,0.20857000000000037,0.7914299999999996,0.0,0.0
NV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9429699999999999,0.057030000000000136,0.0,0.0,1.0,0.0,0.0,0.0,0.2496999999999998,0.7503000000000002,0.0,0.0
NW,0,0.8503799999999999,0.1496200000000001,0.0,0.0,0.4741599999999999,0.5258400000000001,0.0,0.0,1.0,0.0,0.0,0.7649699999999999,0.23503000000000007,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.21378999999999992,0.7862100000000001,0.0,0.0,0.8503799999999999,0.1496200000000001,0.0,0.0,0.3925299999999998,0.6074700000000002,0.0,0.0
NX,0,0.17889000000000088,0.0,0.8211099999999991,0.0,0.0,0.80124,0.19876000000000005,0.0,1.0,0.0,0.0,0.4226100000000006,0.0,0.5773899999999994,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.08392,0.91608,0.0,0.0,0.17889000000000088,0.0,0.8211099999999991,0.0,0.0,0.5883900000000004,0.4116099999999996,0.0
NY,1,0.9266100000000002,0.07338999999999984,0.0,0.0,0.45310000000000006,0.5468999999999999,0.0,0.0,1.0,0.0,0.0,0.8093400000000002,0.19065999999999983,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.2932600000000001,0.7067399999999999,0.0,0.0,0.9266100000000002,0.07338999999999984,0.0,0.0,0.36958,0.63042,0.0,0.0
NZ,0,0.5428500000000005,0.0,0.4571499999999995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.20598000000000027,0.7940199999999997,0.0,0.5428500000000005,0.0,0.4571499999999995,0.0,0.0,0.8844900000000004,0.11550999999999956,0.0
O,0,1.0,0.0,0.0,0.0,0.053139999999999965,0.94686,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42322000000000015,0.5767799999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.1901200000000003,0.8098799999999997,0.0,0.0
OA,1,1.0,0.0,0.0,0.0,0.05467000000000022,0.9453299999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.95485,0.04515000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OAA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.5056799999999999,0.4943200000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OB,0,0.9203099999999997,0.07969000000000026,0.0,0.0,0.0,1.0,0.0,0.0,0.9312900000000006,0.06870999999999938,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.9203099999999997,0.07969000000000026,0.0,0.0,0.0,1.0,0.0,0.0
OBA,0,1.0,0.0,0.0,0.0,0.05826999999999982,0.9417300000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.6966400000000004,0.30335999999999963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OC,0,0.8889,0.11109999999999998,0.0,0.0,0.46975000000000033,0.5302499999999997,0.0,0.0,1.0,0.0,0.0,0.7993500000000004,0.20064999999999955,0.0,0.0,1.0,0.0,0.0,0.0,0.35311000000000003,0.64689,0.0,0.0,0.8889,0.11109999999999998,0.0,0.0,0.3941499999999998,0.6058500000000002,0.0,0.0
OD,1,1.0,0.0,0.0,0.0,0.2995599999999996,0.7004400000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8972500000000001,0.1027499999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.21072999999999986,0.7892700000000001,0.0,0.0
ODA,1,1.0,0.0,0.0,0.0,0.32601999999999975,0.6739800000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9627699999999999,0.037230000000000096,0.0,0.0,1.0,0.0,0.0,0.0,0.23404000000000025,0.7659599999999998,0.0,0.0
OEA,1,0.9824099999999998,0.017590000000000217,0.0,0.0,0.21460000000000035,0.7853999999999997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.9824099999999998,0.017590000000000217,0.0,0.0,0.1102000000000003,0.8897999999999997,0.0,0.0
OFA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20795999999999992,0.0,0.7920400000000001,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OG,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OGA,0,1.0,0.0,0.0,0.0,0.13405000000000022,0.8659499999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9171399999999998,0.08286000000000016,0.0,0.0,1.0,0.0,0.0,0.0,0.21505000000000019,0.7849499999999998,0.0,0.0
OH,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.43026000000000053,0.5697399999999995,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OHA,0,0.8496600000000001,0.0,0.15033999999999992,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.8496600000000001,0.0,0.15033999999999992,0.0,0.0,1.0,0.0,0.0
OI,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OIA,0,0.43620000000000037,0.0,0.5637999999999996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.43620000000000037,0.0,0.5637999999999996,0.0,0.0,1.0,0.0,0.0
OJ,0,1.0,0.0,0.0,0.0,0.16582000000000008,0.8341799999999999,0.0,0.0,1.0,0.0,0.0,0.9866400000000004,0.013359999999999594,0.0,0.0,0.9876300000000002,0.0,0.01236999999999977,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.38029,0.61971,0.0,0.0
OK,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OKA,0,1.0,0.0,0.0,0.0,0.30261999999999967,0.6973800000000003,0.0,0.0,1.0,0.0,0.0,0.9450600000000002,0.05493999999999977,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.16195000000000004,0.83805,0.0,0.0,1.0,0.0,0.0,0.0,0.20587,0.79413,0.0,0.0
OL,0,1.0,0.0,0.0,0.0,0.0,0.7641599999999995,0.2358400000000005,0.0,0.7885500000000008,0.21144999999999925,0.0,0.8222100000000001,0.0,0.1777899999999999,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.3369300000000006,0.6630699999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.5490600000000008,0.45093999999999923,0.0
OLA,0,1.0,0.0,0.0,0.0,0.1477299999999997,0.8522700000000003,0.0,0.0,1.0,0.0,0.0,0.9573899999999997,0.04261000000000026,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03747999999999996,0.96252,0.0,0.0
OM,0,1.0,0.0,0.0,0.0,0.10227999999999993,0.8977200000000001,0.0,0.0,1.0,0.0,0.0,0.9137400000000002,0.08625999999999978,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OMA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8829599999999997,0.11704000000000025,0.0,0.0,0.0,0.0,1.0,0.0,0.4485999999999999,0.5514000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.33799000000000046,0.6620099999999995,0.0,0.0
ON,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9515400000000005,0.048459999999999503,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OO,0,1.0,0.0,0.0,0.0,0.08860000000000001,0.9114,0.0,0.0,1.0,0.0,0.0,0.8952899999999997,0.1047100000000003,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OP,1,0.9185099999999999,0.08149000000000006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8038500000000002,0.19614999999999982,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.6662600000000012,0.3337399999999988,0.9185099999999999,0.08149000000000006,0.0,0.0,0.0,1.0,0.0,0.0
OQ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.89025,0.10975000000000001,0.0,0.0,0.18303000000000047,0.0,0.8169699999999995,0.0,0.9588100000000002,0.04118999999999984,0.0,0.0,1.0,0.0,0.0,0.0,0.46381000000000006,0.5361899999999999,0.0,0.0
OR,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96252,0.03747999999999996,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.8365200000000002,0.16347999999999985,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OS,0,0.9212100000000003,0.0787899999999997,0.0,0.0,0.3040599999999998,0.6959400000000002,0.0,0.0,1.0,0.0,0.0,0.8188799999999996,0.1811200000000004,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.9212100000000003,0.0787899999999997,0.0,0.0,0.20748999999999995,0.79251,0.0,0.0
OT,0,0.67272,0.0,0.32728,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.30613,0.69387,0.0,0.0,0.67272,0.0,0.32728,0.0,0.0,1.0,0.0,0.0
OU,0,0.9870900000000002,0.0,0.012909999999999755,0.0,0.024789999999999868,0.9752100000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.9870900000000002,0.0,0.012909999999999755,0.0,0.0,1.0,0.0,0.0
OV,1,0.9535200000000001,0.046479999999999855,0.0,0.0,0.0,1.0,0.0,0.0,0.8267100000000003,0.17328999999999972,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.9535200000000001,0.046479999999999855,0.0,0.0,0.0,1.0,0.0,0.0
OW,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.9050300000000009,0.09496999999999911,1.0,0.0,0.0,0.0,0.0,0.8976299999999995,0.10237000000000052,0.0
OX,0,0.9950100000000002,0.004989999999999828,0.0,0.0,0.23665000000000003,0.76335,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.25897000000000014,0.7410299999999999,0.0,0.0,0.9950100000000002,0.004989999999999828,0.0,0.0,0.13414000000000037,0.8658599999999996,0.0,0.0
OY,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.3431400000000009,0.6568599999999991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OZ,1,1.0,0.0,0.0,0.0,0.35131000000000023,0.6486899999999998,0.0,0.0,1.0,0.0,0.0,0.89412,0.10587999999999997,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.17707000000000006,0.8229299999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.25888,0.74112,0.0,0.0
PA,1,1.0,0.0,0.0,0.0,0.16077999999999992,0.8392200000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.8510799999999996,0.14892000000000039,0.0,0.0,1.0,0.0,0.0,0.0,0.0517000000000003,0.9482999999999997,0.0,0.0
PAA,1,0.9833099999999999,0.016690000000000094,0.0,0.0,0.24312999999999985,0.7568700000000002,0.0,0.0,1.0,0.0,0.0,0.8522700000000003,0.1477299999999997,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.9833099999999999,0.016690000000000094,0.0,0.0,0.14124999999999988,0.8587500000000001,0.0,0.0
PB,0,0.8700000000000001,0.1299999999999999,0.0,0.0,0.3145899999999999,0.6854100000000001,0.0,0.0,1.0,0.0,0.0,0.8177099999999999,0.18229000000000006,0.0,0.0,1.0,0.0,0.0,0.0,0.9607900000000003,0.039209999999999745,0.0,0.0,0.8700000000000001,0.1299999999999999,0.0,0.0,0.53302,0.46697999999999995,0.0,0.0
PBA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PCA,1,1.0,0.0,0.0,0.0,0.19957000000000003,0.80043,0.0,0.0,1.0,0.0,0.0,0.9153599999999997,0.08464000000000027,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09382000000000001,0.90618,0.0,0.0
PD,1,1.0,0.0,0.0,0.0,0.12856000000000023,0.8714399999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.06591999999999976,0.9340800000000002,0.0,0.0
PDA,0,0.82707,0.17293000000000003,0.0,0.0,0.28417000000000003,0.71583,0.0,0.0,1.0,0.0,0.0,0.7544399999999998,0.24556000000000022,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.82707,0.17293000000000003,0.0,0.0,0.18579999999999997,0.8142,0.0,0.0
PE,1,0.0,0.0,1.0,0.0,0.0,0.8707200000000004,0.12927999999999962,0.0,1.0,0.0,0.0,0.5916300000000003,0.0,0.4083699999999997,0.0,1.0,0.0,0.0,0.0,0.9251499999999999,0.07485000000000008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9746699999999997,0.025330000000000297,0.0
PEA,0,0.4533900000000006,0.0,0.5466099999999994,0.0,0.0,0.6618300000000001,0.33816999999999986,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.9035900000000012,0.09640999999999877,0.4533900000000006,0.0,0.5466099999999994,0.0,0.0,0.44087999999999994,0.5591200000000001,0.0
PF,0,0.9571200000000002,0.04287999999999981,0.0,0.0,0.15474999999999994,0.8452500000000001,0.0,0.0,1.0,0.0,0.0,0.8829599999999997,0.11704000000000025,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.9571200000000002,0.04287999999999981,0.0,0.0,0.045130000000000337,0.9548699999999997,0.0,0.0
PFA,0,1.0,0.0,0.0,0.0,0.5358100000000001,0.4641899999999999,0.0,0.0,1.0,0.0,0.0,0.89025,0.10975000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.9508900000000002,0.049109999999999765,0.0,0.0,1.0,0.0,0.0,0.0,0.46174000000000026,0.5382599999999997,0.0,0.0
PG,0,0.82707,0.17293000000000003,0.0,0.0,0.35131000000000023,0.6486899999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.82707,0.17293000000000003,0.0,0.0,0.2944300000000002,0.7055699999999998,0.0,0.0
PGA,0,0.6930600000000009,0.0,0.3069399999999991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8669400000000005,0.0,0.1330599999999995,0.0,0.8611599999999999,0.13884000000000007,0.0,0.0,0.6930600000000009,0.0,0.3069399999999991,0.0,0.0,1.0,0.0,0.0
PH,1,0.08520000000000039,0.0,0.9147999999999996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9339000000000004,0.0,0.0660999999999996,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.08520000000000039,0.0,0.9147999999999996,0.0,0.0,1.0,0.0,0.0
PHA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PI,0,1.0,0.0,0.0,0.0,0.04404999999999992,0.9559500000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PIA,0,1.0,0.0,0.0,0.0,0.38748999999999967,0.6125100000000003,0.0,0.0,1.0,0.0,0.0,0.8852100000000003,0.11478999999999973,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.29964999999999975,0.7003500000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.2982100000000001,0.7017899999999999,0.0,0.0
