Resource5_560925,Label_0,(case) last_phase_Vergunning verleend,(case) SUMleges_Large,Duration_2_L,Cumduration_2_S,Duration_2_M,Case ID,Cumduration_3_M,(case) includes_subcases_None,(case) casestatus_O,monitoringResource1_560872,monitoringResource3_2670601,Resource1_560925,Cumduration_2_M,(case) requestcomplete_True,Cumduration_2_L,monitoringResource1_560925,monitoringResource2_2670601,Resource3_560872,(case) includes_subcases_J,(case) termname_Termijn bezwaar en beroep 1,Cumduration_5_M,Resource5_560872,monitoringResource3_3273854,Cumduration_4_S,(case) parts_Bouw,Duration_2_S,Resource2_560872,Cumduration_3_L,Cumduration_5_S,(case) caseprocedure_Uitgebreid,(case) caseprocedure_None,Activity2_phase application received,monitoringResource4_560872,monitoringResource1_560912,monitoringResource3_560464,Resource4_560912,(case) SUMleges_Meidum,Activity1_register submission date request,Label,Label_1,Cumduration_4_M,(case) responsible_actor_560464.0,(case) responsible_actor_560912.0,(case) termname_None,Resource1_560872,Activity4_reception through OLO,Resource2_560925,Cumduration_3_S,Resource3_560912,(case) SUMleges_Short,Resource4_560872,monitoringResource2_560872,Activity2_OLO messaging active,Resource1_560912,(case) responsible_actor_4901428.0,(case) requestcomplete_False,Activity4_send confirmation receipt,Resource2_560912,monitoringResource4_2670601,Activity2_regular procedure without MER,monitoringResource5_560872,Duration_4_M,Resource4_560925,Resource5_560912,monitoringResource3_560872,Activity5_send confirmation receipt,Duration_3_M,(case) termname_Termijn tot besluit,Resource3_560925,Activity3_phase application received,monitoringResource4_3273854,monitoringResource5_3273854,(case) last_phase_Beschikking verzonden,(case) casestatus_G,Activity2_enter senddate acknowledgement,monitoringResource5_2670601,monitoringResource2_3273854,(case) includes_subcases_N,Duration_5_M
0,1,0,0,0,0.17554,0.82446,5088016,0.83346,0,0,1,0,0,0.82446,1,0,0,0,1,0,0,0.86766,1,0,0.10642,1,0.17554,1,0,0.13234,0,1,0,1,0,0,0,0,1,0,0,0.89358,0,0,1,1,0,0,0.16654,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1,1,0,0,0,0,1,5096732,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
0,1,0,1,0,0,1,5097876,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,0,1,0,0,1,5100952,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1
0,1,0,0,0,0,1,5103134,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,5105222,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1
0,1,0,0,0,0,1,5106291,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0,1,5107387,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0.308829999999999,0,0.691170000000001,5108257,0.89016,0,0,0,0,0,0.691170000000001,1,0.308829999999999,0,0,0,1,0,1,0,0,0,0,0,0,0.10984,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,0,0,1,5121833,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0.3037,0,0.6963,5125719,0.89457,0,0,0,0,0,0.6963,1,0.3037,0,0,0,1,0,0,0,0,0,0,0,0,0.10543,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,1,5129154,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,5130775,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,5133110,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,5133260,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,1,5136629,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,5138442,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
1,1,0,0,0,0,1,5141282,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,5143670,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,0,1,0,0,1,5146211,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0.04243,0.95757,5148204,0.94767,0,0,1,0,0,0.95757,1,0,0,0,1,1,1,0.9366,1,0,0.02848,1,0.04243,1,0,0.0634,0,1,0,0,0,1,0,1,1,0,0,0.97152,0,0,0,1,0,0,0.05233,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
0,1,0,1,0,0,1,5173437,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,5177352,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,5186287,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,5202856,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0.830379999999999,0,0.169620000000001,5209025,0.43233,0,0,0,0,0,0.169620000000001,1,0.830379999999999,0,0,1,1,0,1,1,0,0,0,0,1,0.56767,0,0,1,0,0,0,0,0,0,1,0,0,0.91428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0.19822,0.80178,5211612,0.81402,0,0,1,0,0,0.80178,0,0,0,0,1,1,0,0.85587,1,0,0.11974,0,0.19822,1,0,0.14413,0,1,0,0,0,0,0,0,1,1,1,0.88026,0,0,1,1,0,0,0.18598,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0,1,5219461,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.02119,0.97881,5220444,0.96585,0,1,1,0,0,0.97881,1,0,0,0,1,1,1,0.94776,1,0,0.01606,1,0.02119,1,0,0.05224,0,1,0,0,0,1,0,0,1,0,0,0.98394,1,0,0,1,0,0,0.03415,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
1,1,0,0,0,0.02254,0.97746,5235306,0.96468,0,0,0,0,1,0.97746,1,0,1,1,0,1,1,0.94848,0,0,0.01687,1,0.02254,0,0,0.05152,0,1,0,0,0,1,0,0,1,0,0,0.98313,0,0,0,0,0,1,0.03532,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
0,1,0,1,0,0,1,5243074,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,1,5246759,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,0,1,5248926,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,5255269,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
1,1,0,0,0,0,1,5257493,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,5258482,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
0,1,0,0,0,0,1,5259517,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
0,1,0,1,0,0,1,5260926,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
1,1,0,1,0,0.02146,0.97854,5262289,0.96567,0,0,0,0,1,0.97854,1,0,1,0,0,1,1,0.94758,0,0,0.01615,1,0.02146,0,0,0.05242,0,1,0,0,0,1,0,0,1,0,0,0.98385,0,0,0,0,0,1,0.03433,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1
0,1,0,0,0,0,1,5264858,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
0,1,0,0,0,0.05008,0.94992,5266341,0.9411,0,0,0,0,0,0.94992,1,0,0,0,1,1,0,0.93273,1,0,0.03289,0,0.05008,1,0,0.06727,0,1,0,0,0,0,0,0,1,0,0,0.96711,0,0,1,1,0,0,0.0589,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0.17032,0.82968,5273430,0.83796,0,1,1,0,0,0.82968,1,0,0,0,1,1,1,0.87045,1,0,0.10336,1,0.17032,1,0,0.12955,0,1,0,0,0,1,0,1,1,0,0,0.89664,1,0,0,1,0,0,0.16204,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
0,1,0,0,0.32917,0,0.67083,5275397,0.872430000000001,0,0,0,0,0,0.67083,1,0.32917,0,0,1,1,1,1,1,0,0,1,0,1,0.12757,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,1,0,0,1,5288872,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0.99996,1,1,0,1,0,1,0,3.9999999999818E-05,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
0,0,0,0,0,0.04918,0.95082,5290260,0.94191,0,0,0,1,0,0.95082,0,0,0,1,1,1,0,0.93327,1,0,0.03235,1,0.04918,1,0,0.06673,0,1,0,0,0,0,0,0,1,1,1,0.96765,0,0,0,1,0,0,0.05809,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0.16087,0.83913,5293935,0.84606,0,0,1,0,0,0.83913,1,0,0,0,1,0,0,0.32505,0,1,0.09787,1,0.16087,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.90213,0,0,1,1,0,0,0.15394,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
0,1,0,1,0,0.1543,0.8457,5295312,0.85173,0,0,1,0,0,0.8457,1,0,0,0,1,1,1,0.87873,1,0,0.094,1,0.1543,1,0,0.12127,0,1,0,0,0,1,0,0,1,0,0,0.906,0,0,0,1,0,0,0.14827,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
0,1,0,1,0,0,1,5299703,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
0,1,0,0,0,0,1,5300846,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0,1,5301739,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,1,0,0,1,5303092,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,5313975,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
0,0,0,1,0,0.03316,0.96684,5314766,0.95559,0,0,1,0,0,0.96684,0,0,0,0,1,1,0,0.94137,1,0,0.02299,0,0.03316,1,0,0.05863,1,0,0,0,0,0,0,0,1,1,1,0.97701,0,0,0,1,0,0,0.04441,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0.18319,0.81681,5318961,0.82698,0,1,1,0,0,0.81681,1,0,0,1,1,1,1,0.86397,1,0,0.11092,1,0.18319,1,0,0.13603,0,1,0,0,0,1,0,0,1,0,0,0.88908,1,0,0,1,0,0,0.17302,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,5320594,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0.16771,0.83229,5325670,0.84021,0,1,0,1,0,0.83229,1,0,0,0,0,1,1,0.87171,0,0,0.10183,0,0.16771,0,0,0.12829,0,1,0,0,1,0,1,1,1,0,0,0.89817,1,0,0,0,0,0,0.15979,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,1,5327966,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0,0,0.14269,0.85731,5342369,0.86163,0,0,0,0,0,0.85731,1,0,0,0,0,1,0,0.88467,0,0,0.08716,0,0.14269,0,0,0.11533,0,1,0,0,1,0,1,0,1,0,0,0.91284,0,0,1,0,0,0,0.13837,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,5343209,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0.30154,0.69846,5359608,0.72528,0,0,0,0,0,0.69846,1,0,0,0,0,1,0,0.80214,0,0,0.18058,0,0.30154,0,0,0.19786,0,1,0,0,1,0,1,0,1,0,0,0.81942,0,0,1,0,0,0,0.27472,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0.19012,0.80988,5367672,0.82104,0,0,0,0,1,0.80988,0,0,1,0,0,1,0,0.86019,0,0,0.11497,1,0.19012,0,0,0.13981,0,1,0,0,0,1,0,0,1,1,1,0.88503,1,0,1,0,0,1,0.17896,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
0,1,0,0,0,0,1,5376987,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0.04216,0.95784,5377651,0.94785,0,1,0,0,1,0.95784,0,0,0,0,0,1,1,0.93678,0,1,0.0283,1,0.04216,0,0,0.06322,0,1,0,0,0,0,0,0,1,1,1,0.9717,1,0,0,0,0,1,0.05215,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
0,1,0,0,0.397880000000002,0,0,5712830,0,0,0,1,0,0,0,1,0.397880000000002,0,0,1,0,0,0,1,0,0,0,0,1,0.761300000000001,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0,1,5733082,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0.16294,0.83706,5736255,0.84435,0,0,0,0,0,0.83706,0,0,0,0,0,1,0,0.87423,0,0,0.09904,0,0.16294,0,0,0.12577,0,1,0,0,1,0,1,0,1,1,1,0.90096,0,0,0,0,0,0,0.15565,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0.1786,0.8214,5736755,0.83085,0,1,0,0,1,0.8214,0,0,1,0,0,1,1,0.86694,0,0,0.10822,0,0.1786,0,0,0.13306,0,1,0,0,0,1,0,1,1,1,1,0.89178,1,0,0,0,0,1,0.16915,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
0,1,0,1,0,0.03514,0.96486,5746246,0.95388,0,0,0,0,0,0.96486,1,0,0,0,1,1,1,0.94038,1,0,0.02416,1,0.03514,1,0,0.05962,0,1,0,0,0,1,0,0,1,0,0,0.97584,1,0,0,1,0,0,0.04612,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
1,1,0,0,0,0.17878,0.82122,5768313,0.83076,0,1,0,0,1,0.82122,1,0,1,0,0,1,0,0.86613,0,0,0.10831,1,0.17878,0,0,0.13387,0,1,0,0,0,1,0,0,1,0,0,0.89169,1,0,0,0,0,1,0.16924,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
0,1,0,0,0,0,1,5771438,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
0,1,0,1,0,0,1,5772892,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0,0,0.31054,0.68946,5781959,0.71754,0,1,0,0,1,0.68946,1,0,1,0,0,1,1,0.8142,0,0,0.18589,0,0.31054,0,0,0.1858,0,1,0,0,0,1,0,0,1,0,0,0.81411,1,0,0,0,0,1,0.28246,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
1,0,0,0,0,0,1,5790328,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0,1,5792647,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
